accountId,amount
30935e91-d250-4cd5-824d-4152a6d0bff5,200
329fff0c-5cc5-4f67-b216-3746e974e9e2,100
3383ec74-e85b-4424-8958-36a95b490012,100
33895535-3c84-4beb-a416-66ce60bb1,100
329fff0c-5cc5-4f67-b216-3746e974e9e2,100
